,x
799,0.007830353
800,0.007830655
801,0.007833447
802,0.007834017
803,0.007834788
804,0.007835734
805,0.007835918
806,0.007838347
807,0.007838776
808,0.007840653
809,0.007842205
810,0.007843356
811,0.007845558
812,0.007845909
813,0.007848348
814,0.007849005
815,0.007849248
816,0.007849287
817,0.007849979
818,0.007850149
819,0.00785027
820,0.00785066
821,0.007850803
822,0.00785189
823,0.007852264
824,0.007852822
825,0.007852935
826,0.007853563
827,0.007853614
828,0.007854344
829,0.007856391
830,0.007857181
831,0.007857441
832,0.007858055
833,0.007858846
834,0.007859872
835,0.007860435
836,0.007860566
837,0.007863112
838,0.007863283
839,0.007863521
840,0.007863724
841,0.007863772
842,0.007864914
843,0.007865396
844,0.007866421
845,0.007869832
846,0.007870728
847,0.007870906
848,0.007872733
849,0.007873054
850,0.007873098
851,0.007874603
852,0.007874682
853,0.007876482
854,0.007876778
855,0.00787779
856,0.007878068
857,0.007878942
858,0.007880244
859,0.007880965
860,0.007881791
861,0.007882274
862,0.007884472
863,0.00788461
864,0.007885402
865,0.007889661
866,0.007889935
867,0.0078912
868,0.00789158
869,0.007892203
870,0.007892606
871,0.007892632
872,0.007893726
873,0.007894688
874,0.007896142
875,0.007898495
876,0.007900207
877,0.007901405
878,0.007901738
879,0.007902514
880,0.007903305
881,0.007904023
882,0.007904506
883,0.007907671
884,0.007907689
885,0.007908757
886,0.007909444
887,0.00791013
888,0.007911729
889,0.007911818
890,0.007912537
891,0.007913906
892,0.007914578
893,0.007914839
894,0.007916482
895,0.007917184
896,0.007917515
897,0.007917586
898,0.007918144
899,0.007921446
900,0.007921647
901,0.007922165
902,0.00792575
903,0.007925979
904,0.007927174
905,0.00792784
906,0.007928243
907,0.007930071
908,0.007930269
909,0.007930493
910,0.007930663
911,0.007930713
912,0.007931372
913,0.007932728
914,0.007933806
915,0.007934218
916,0.007934892
917,0.007936193
918,0.007937202
919,0.007937258
920,0.00793759
921,0.0079377
922,0.007938077
923,0.007939557
924,0.007940128
925,0.007940259
926,0.007940883
927,0.007943371
928,0.007943779
929,0.0079448
930,0.007945465
931,0.007945699
932,0.00794661
933,0.007946821
934,0.007947683
935,0.007949173
936,0.007950132
937,0.00795113
938,0.007951203
939,0.0079528
940,0.00795422
941,0.007955653
942,0.00795577
943,0.007959698
944,0.007960211
945,0.007960759
946,0.007961014
947,0.007961156
948,0.007961212
949,0.00796128
950,0.007964359
951,0.007965103
952,0.007970357
953,0.007971876
954,0.007974364
955,0.007974995
956,0.007976599
957,0.007977105
958,0.007977333
959,0.007977638
960,0.00797788
961,0.007979226
962,0.00797997
963,0.007980796
964,0.007981113
965,0.007982049
966,0.007983594
967,0.007984031
968,0.007984195
969,0.007984367
970,0.007984672
971,0.007985635
972,0.007987465
973,0.007987722
974,0.00798889
975,0.007989493
976,0.007992015
977,0.007992781
978,0.007995221
979,0.00799545
980,0.007996012
981,0.007996068
982,0.007998519
983,0.007998941
984,0.00800033
985,0.008000769
986,0.008001454
987,0.008001663
988,0.008002243
989,0.008003442
990,0.008006358
991,0.008006604
992,0.008007316
993,0.008007923
994,0.008008039
995,0.008009012
996,0.008010848
997,0.008010935
998,0.00801123
999,0.008015959
1000,0.008018138
1001,0.008018566
1002,0.008020875
1003,0.008021147
1004,0.008025794
1005,0.008030558
1006,0.008032049
1007,0.008032316
1008,0.008032518
1009,0.008033897
1010,0.008033913
1011,0.008034092
1012,0.008034233
1013,0.008035299
1014,0.008035346
1015,0.008036957
1016,0.00803724
1017,0.008037913
1018,0.008040737
1019,0.008040806
1020,0.008041546
1021,0.008041583
1022,0.008041794
1023,0.008041953
1024,0.00804309
1025,0.008043383
1026,0.008045728
1027,0.008047855
1028,0.008048338
1029,0.008048624
1030,0.008052365
1031,0.008052387
1032,0.008055979
1033,0.008057327
1034,0.008059341
1035,0.008060376
1036,0.008060811
1037,0.008061853
1038,0.008063955
1039,0.00806443
1040,0.008064775
1041,0.008065262
1042,0.00806582
1043,0.008066539
1044,0.008069171
1045,0.008069487
1046,0.008069777
1047,0.008071249
1048,0.008071673
1049,0.008071739
1050,0.008072925
1051,0.008073343
1052,0.008074652
1053,0.008075018
1054,0.00807595
1055,0.008076844
1056,0.008077104
1057,0.008078601
1058,0.008084357
1059,0.008085224
1060,0.008085243
1061,0.008085783
1062,0.008087295
1063,0.008088141
1064,0.008088797
1065,0.008088945
1066,0.00808998
1067,0.008090284
1068,0.008090519
1069,0.008090535
1070,0.008091162
1071,0.008092089
1072,0.008094902
1073,0.00809513
1074,0.008096284
1075,0.008096458
1076,0.008098062
1077,0.008098803
1078,0.008098814
1079,0.008100429
1080,0.008103756
1081,0.008103775
1082,0.00810515
1083,0.008107125
1084,0.008108429
1085,0.008108965
1086,0.008110177
1087,0.008111121
1088,0.008111845
1089,0.008112673
1090,0.008112799
1091,0.008113013
1092,0.008113438
1093,0.008113657
1094,0.008113769
1095,0.008114206
1096,0.008114556
1097,0.008114561
1098,0.00811612
1099,0.008116604
1100,0.008117172
1101,0.008117962
1102,0.00811942
1103,0.008119713
1104,0.008119836
1105,0.008122388
1106,0.008122546
1107,0.008123413
1108,0.008123468
1109,0.008123752
1110,0.00812397
1111,0.008124176
1112,0.008124817
1113,0.00812505
1114,0.008125892
1115,0.008126172
1116,0.008129141
1117,0.008129607
1118,0.008130081
1119,0.008133013
1120,0.008133729
1121,0.008135505
1122,0.008135624
1123,0.008136669
1124,0.008137081
1125,0.008137176
1126,0.008137643
1127,0.008139102
1128,0.008139179
1129,0.008141204
1130,0.008144773
1131,0.008146068
1132,0.00814778
1133,0.008150707
1134,0.008151342
1135,0.008151401
1136,0.008153049
1137,0.008153367
1138,0.008155254
1139,0.008155926
1140,0.008156266
1141,0.00816054
1142,0.008161839
1143,0.008162357
1144,0.008163102
1145,0.008163373
1146,0.008164488
1147,0.008165056
1148,0.008165085
1149,0.008165214
1150,0.008165356
1151,0.008166389
1152,0.008166728
1153,0.008167583
1154,0.00816851
1155,0.00817023
1156,0.008171862
1157,0.008172236
1158,0.008172996
1159,0.008174158
1160,0.00817583
1161,0.00817664
1162,0.008176881
1163,0.008178674
1164,0.008178716
1165,0.008180187
1166,0.008180648
1167,0.008180806
1168,0.008181198
1169,0.008182121
1170,0.008183037
1171,0.008183766
1172,0.008184357
1173,0.008184754
1174,0.008185403
1175,0.008185642
1176,0.008185793
1177,0.008186877
1178,0.00818874
1179,0.008189696
1180,0.008190348
1181,0.008191225
1182,0.008192134
1183,0.008193721
1184,0.008194884
1185,0.008195894
1186,0.008196076
1187,0.008196916
1188,0.008196958
1189,0.008197965
1190,0.008198808
1191,0.008199845
1192,0.008200149
1193,0.00820117
1194,0.008202096
1195,0.008202406
1196,0.008202554
1197,0.008203211
1198,0.008203352
1199,0.008203891
1200,0.008204199
1201,0.008204481
1202,0.008207258
1203,0.008207438
1204,0.008208133
1205,0.008210995
1206,0.008211461
1207,0.00821165
1208,0.008211686
1209,0.008213632
1210,0.008214167
1211,0.00821435
1212,0.008217524
1213,0.008218487
1214,0.008219139
1215,0.008220219
1216,0.008220431
1217,0.008221144
1218,0.008221217
1219,0.008222269
1220,0.008223248
1221,0.008223699
1222,0.008223909
1223,0.008224253
1224,0.008224941
1225,0.008225141
1226,0.008226864
1227,0.00822861
1228,0.00823009
1229,0.008230118
1230,0.008230785
1231,0.008231313
1232,0.008231459
1233,0.008231524
1234,0.008231647
1235,0.00823454
1236,0.008234986
1237,0.008235705
1238,0.008237245
1239,0.008242012
1240,0.008242121
1241,0.00824233
1242,0.008243069
1243,0.0082468
1244,0.008246867
1245,0.008247491
1246,0.008247666
1247,0.00824811
1248,0.008248315
1249,0.00824843
1250,0.008248495
1251,0.008248795
1252,0.008250685
1253,0.008251058
1254,0.008251278
1255,0.008251491
1256,0.008252308
1257,0.00825293
1258,0.00825298
1259,0.008253066
1260,0.008253782
1261,0.008253912
1262,0.008254842
1263,0.008256192
1264,0.008257815
1265,0.008259016
1266,0.008260228
1267,0.008261311
1268,0.008261997
1269,0.008262694
1270,0.008263714
1271,0.00826534
1272,0.008265773
1273,0.008266593
1274,0.008267226
1275,0.008268091
1276,0.008268712
1277,0.008270674
1278,0.008270677
1279,0.008271164
1280,0.008271615
1281,0.008272069
1282,0.008272293
1283,0.008273358
1284,0.00827447
1285,0.008274515
1286,0.00827973
1287,0.008281073
1288,0.008281794
1289,0.008282773
1290,0.008283219
1291,0.008286533
1292,0.008286969
1293,0.008287365
1294,0.008288
1295,0.008289149
1296,0.008289414
1297,0.008292371
1298,0.008292746
1299,0.008293531
1300,0.008294122
1301,0.008295367
1302,0.008295389
1303,0.00829567
1304,0.00829573
1305,0.008295856
1306,0.008295898
1307,0.008296012
1308,0.008296135
1309,0.008297062
1310,0.008298019
1311,0.008299526
1312,0.008299656
1313,0.00830109
1314,0.008302291
1315,0.008302774
1316,0.008303118
1317,0.008304666
1318,0.008305552
1319,0.008305882
1320,0.008306121
1321,0.008306611
1322,0.008308268
1323,0.008308736
1324,0.008310371
1325,0.008310451
1326,0.008313099
1327,0.008313276
1328,0.008313805
1329,0.008314013
1330,0.008315013
1331,0.008315123
1332,0.00831526
1333,0.008316151
1334,0.008317005
1335,0.008317554
1336,0.008317805
1337,0.00831797
1338,0.008318736
1339,0.008319077
1340,0.008320147
1341,0.008321331
1342,0.008321788
1343,0.008321906
1344,0.008323223
1345,0.00832362
1346,0.008324305
1347,0.008324597
1348,0.008325077
1349,0.008325489
1350,0.008325543
1351,0.008326024
1352,0.008327567
1353,0.008328604
1354,0.008330092
1355,0.008330429
1356,0.008330529
1357,0.008330565
1358,0.008330957
1359,0.008331464
1360,0.008331728
1361,0.008331873
1362,0.008332423
1363,0.008334147
1364,0.008334403
1365,0.008337151
1366,0.008337849
1367,0.008338501
1368,0.008338561
1369,0.008341316
1370,0.008342506
1371,0.008343124
1372,0.008343574
1373,0.008344206
1374,0.008344901
1375,0.008346228
1376,0.008346381
1377,0.008346681
1378,0.008348562
1379,0.008351627
1380,0.008351836
1381,0.008352089
1382,0.00835338
1383,0.008353982
1384,0.008354198
1385,0.008355406
1386,0.008355682
1387,0.008356419
1388,0.008356853
1389,0.00836021
1390,0.008360614
1391,0.008361143
1392,0.008363107
1393,0.008363179
1394,0.008363272
1395,0.008363353
1396,0.008363489
1397,0.008365037
1398,0.008365885
1399,0.008366475
1400,0.008366809
1401,0.008366869
1402,0.008367523
1403,0.008368501
1404,0.008368773
1405,0.008369215
1406,0.008369376
1407,0.008369566
1408,0.008370133
1409,0.008371373
1410,0.008371493
1411,0.008373681
1412,0.008373744
1413,0.008374595
1414,0.00837461
1415,0.008375086
1416,0.008376487
1417,0.008376613
1418,0.008376643
1419,0.008377519
1420,0.00837812
1421,0.008379313
1422,0.008379323
1423,0.008379415
1424,0.008379958
1425,0.008380014
1426,0.008380418
1427,0.008380781
1428,0.008381582
1429,0.008381935
1430,0.008382517
1431,0.008383672
1432,0.0083837
1433,0.008384016
1434,0.008384078
1435,0.008384157
1436,0.008385673
1437,0.008385801
1438,0.008386513
1439,0.008388598
1440,0.008388731
1441,0.008390785
1442,0.008391618
1443,0.008391784
1444,0.008392244
1445,0.008392259
1446,0.008393864
1447,0.008393883
1448,0.008394434
1449,0.008398338
1450,0.008398393
1451,0.00839877
1452,0.008400094
1453,0.008400126
1454,0.008401672
1455,0.008404826
1456,0.008405034
1457,0.008405745
1458,0.008406422
1459,0.008407218
1460,0.008407297
1461,0.008408919
1462,0.00840896
1463,0.008409254
1464,0.008409425
1465,0.008409942
1466,0.008410498
1467,0.008411025
1468,0.008411446
1469,0.008413236
1470,0.008413927
1471,0.008416161
1472,0.008416232
1473,0.008416247
1474,0.008416425
1475,0.008417037
1476,0.008417249
1477,0.008417877
1478,0.008418578
1479,0.008418832
1480,0.008419591
1481,0.008419784
1482,0.008419971
1483,0.008420508
1484,0.008421996
1485,0.008423761
1486,0.008424287
1487,0.008424536
1488,0.008425051
1489,0.008425233
1490,0.008425396
1491,0.008425819
1492,0.008427836
1493,0.008428188
1494,0.008428616
1495,0.008429216
1496,0.008429933
1497,0.008431183
1498,0.008432862
1499,0.008433921
1500,0.008434036
1501,0.008434828
1502,0.008435274
1503,0.008435492
1504,0.008436649
1505,0.008438717
1506,0.008438873
1507,0.008438902
1508,0.008438963
1509,0.00844039
1510,0.008441044
1511,0.008441185
1512,0.008441507
1513,0.008441519
1514,0.008442107
1515,0.008442343
1516,0.008442402
1517,0.00844262
1518,0.008443439
1519,0.008443487
1520,0.008444517
1521,0.008444841
1522,0.008445623
1523,0.008445788
1524,0.008446431
1525,0.008447609
1526,0.008447817
1527,0.008448451
1528,0.008450483
1529,0.008450807
1530,0.00845103
1531,0.008451311
1532,0.008452262
1533,0.008454234
1534,0.008454905
1535,0.008455698
1536,0.008457035
1537,0.008458421
1538,0.008459764
1539,0.008460282
1540,0.008460579
1541,0.008460615
1542,0.008463124
1543,0.008463243
1544,0.008463388
1545,0.008463483
1546,0.008465078
1547,0.008466953
1548,0.008466978
1549,0.00846729
1550,0.008467995
1551,0.008468707
1552,0.008468917
1553,0.008469885
1554,0.008469983
1555,0.008470897
1556,0.008472012
1557,0.008473601
1558,0.008473852
1559,0.008474109
1560,0.008474309
1561,0.008475032
1562,0.00847507
1563,0.008475129
1564,0.008475429
1565,0.008475582
1566,0.008475651
1567,0.008475731
1568,0.008475779
1569,0.008476029
1570,0.008476418
1571,0.008477192
1572,0.008477519
1573,0.008478227
1574,0.008478285
1575,0.008478597
1576,0.008479745
1577,0.008479763
1578,0.008480133
1579,0.008480934
1580,0.008481259
1581,0.008481407
1582,0.008481703
1583,0.00848172
1584,0.008481776
1585,0.008483325
1586,0.008483581
1587,0.008485334
1588,0.008486402
1589,0.008486692
1590,0.008486962
1591,0.008487579
1592,0.008488608
1593,0.008488787
1594,0.008489067
1595,0.008490233
1596,0.008491075
1597,0.008491223
1598,0.008491271
1599,0.00849192
1600,0.008491958
1601,0.008492899
1602,0.008494304
1603,0.008494439
1604,0.008495158
1605,0.008495586
1606,0.008495742
1607,0.00849831
1608,0.0084989
1609,0.008499384
1610,0.008500689
1611,0.008501473
1612,0.008501706
1613,0.008501761
1614,0.008503378
1615,0.008503524
1616,0.008503996
1617,0.008504135
1618,0.008504483
1619,0.008506021
1620,0.008506024
1621,0.008507769
1622,0.008508423
1623,0.008508633
1624,0.00850869
1625,0.008509096
1626,0.008509447
1627,0.008509647
1628,0.008509944
1629,0.008510273
1630,0.008510358
1631,0.008510856
1632,0.008511962
1633,0.008512201
1634,0.008512685
1635,0.008513955
1636,0.008514163
1637,0.00851645
1638,0.0085167
1639,0.008516886
1640,0.008519187
1641,0.008523363
1642,0.008523447
1643,0.008524263
1644,0.008526027
1645,0.008526615
1646,0.008526702
1647,0.008527862
1648,0.008528106
1649,0.008529031
1650,0.008529387
1651,0.008529435
1652,0.008529528
1653,0.008531084
1654,0.008532015
1655,0.008532672
1656,0.008532706
1657,0.008533441
1658,0.008533459
1659,0.008533593
1660,0.008533916
1661,0.008533999
1662,0.008534416
1663,0.008536651
1664,0.008537101
1665,0.008537247
1666,0.008537393
